titulo_servico,descricao_completa
Verificação de ocorrências nas bilheterias do BRT,"## O que é:

Este serviço permite que o cidadão reporte problemas relacionados às bilheterias do sistema BRT. Isso inclui a ausência de funcionários, falhas nas máquinas de autoatendimento, catracas com defeito, dificuldades na recarga de bilhetes, ou qualquer situação de mau atendimento que afete o uso.

O objetivo é registrar e encaminhar essas ocorrências para garantir a melhoria contínua e a qualidade do serviço prestado à população.


## Para que serve:

Garantir a fiscalização efetiva das bilheterias do BRT, permitindo a identificação e correção de irregularidades. O serviço busca assegurar o bom funcionamento das estações e a qualidade do atendimento aos usuários do sistema.


## Quem pode solicitar:

Qualquer cidadão que identifique problemas ou irregularidades nas bilheterias do sistema BRT."
Selo Amigo dos Animais,"## **O que é:**

O Selo “Amigo dos Animais” é um credenciamento para empresas, bares, restaurantes, organizações não governamentais, associações protetoras de animais e pessoas físicas. Ele reconhece e destaca quem promove iniciativas, ações ou projetos de fomento aos bons tratos com animais e incentiva a responsabilidade ambiental.


Para receber o Selo, é necessário cumprir os seguintes pré-requisitos abaixo:


## **1) Adequação:**

**I –** Disponibilizar áreas ou quartos designados para acomodação de animais de estimação, com identificação clara e higienização regular;  
**II –** Oferecer acesso à água potável e espaço pré-determinado para colocação de vasilhames com alimentos adequados aos animais, quando necessário;  
**III –** Implementar políticas claras sobre comportamento e controle dos animais, incluindo a obrigatoriedade do uso de coleira e guia em áreas comuns;  
**IV –** Dispor de recipientes apropriados para descarte de resíduos dos animais, com higienização e manutenção adequadas;  
**V –** Garantir a segurança e o conforto dos animais, evitando situações que possam causar estresse ou risco à sua integridade física;  
**VI –** Disponibilizar, quando possível, informações sobre serviços veterinários e áreas de recreação para animais localizadas nas proximidades do estabelecimento;  
**VII –** Apresentar locais onde possam ser afixadas guias para garantir a permanência do animal junto ao tutor.


## **2) Sugerido:**

Recomenda-se a implementação de ações de incentivo à adoção responsável de animais, podendo ser realizada por meio de QR Code, encartes (em caso de mercados) ou outras formas de divulgação, promovendo a visibilidade de animais disponíveis para adoção.


## **3) Condições sanitárias:**

O ambiente deverá estar em conformidade com as medidas sanitárias estabelecidas, garantindo condições adequadas de higiene e bem-estar para todos os envolvidos, incluindo humanos e animais.


## **Para que serve:**

Este selo tem como objetivo principal incentivar boas práticas de proteção aos animais e ao meio ambiente. Além disso, busca conscientizar os munícipes sobre a importância do bem-estar animal. Ele valoriza ações como medidas contra maus-tratos, campanhas de adoção, doação de medicamentos e ração, atendimento veterinário gratuito e a permissão de entrada de animais em bares e restaurantes.


## **Quem pode solicitar:**

Podem solicitar o Selo “Amigo dos Animais” empresas, bares, restaurantes, organizações não governamentais, associações protetoras de animais e pessoas físicas."
Notificação de irregularidades em contratos de empresas terceirizadas da CET-Rio,"## O que é:

Este serviço permite notificar irregularidades trabalhistas supostamente cometidas por empresas terceirizadas que possuem contratos com a CET-Rio. Ele é exclusivo para reportar situações onde trabalhadores terceirizados podem ter tido seus direitos trabalhistas desrespeitados.


## Para que serve:

O serviço visa garantir a fiscalização e o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas contratadas pela CET-Rio. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, assegurando a responsabilização das empresas.


## Quem pode solicitar:

Qualquer cidadão pode solicitar este serviço. Para isso, é necessário informar o nome da empresa empregadora, a atividade ou função do trabalhador e a unidade onde a prestação de serviços ocorreu.

Também é preciso detalhar quais verbas trabalhistas não teriam sido pagas e o período em que a irregularidade trabalhista teria ocorrido."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Assistência Social,"## O que é:

Este serviço permite notificar irregularidades trabalhistas cometidas por empresas terceirizadas que prestam serviços para a Secretaria Municipal de Assistência Social. É um canal exclusivo para denúncias relacionadas a direitos trabalhistas de funcionários terceirizados.


## Para que serve:

O objetivo é garantir a fiscalização e o cumprimento das obrigações trabalhistas por parte das empresas contratadas. A secretaria responsável verifica os relatos, realiza ações de fiscalização e, se confirmadas as irregularidades, aplica as penalidades previstas em contrato, podendo incluir o bloqueio de pagamentos.


## Quem pode solicitar:

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria Municipal de Assistência Social."
"Restabelecimento de matrícula em Feiras Livres, Feiras Móveis, Feiras Especiais, Antiquários e Feirartes","## **O que é:**

Este é o serviço para solicitar o **restabelecimento da matrícula de feirantes, expositores e ambulantes em feiras** regulamentadas no município. Ele é destinado a quem deseja atuar em Feiras Livres, Feiras Móveis, Feiras Especiais, Antiquários e Feirartes.

O processo permite que o interessado regularize sua situação para retomar as atividades comerciais nesses espaços.


Acesse** ****[aqui](https://ordempublica.prefeitura.rio/wp-content/uploads/sites/30/2024/06/TERMO-DE-USO-AVISO-FEIRAS-LIVRES-MOVEIS-FEIRAS-ESPECIAIS-E-FEIRARTES-v3.pdf)**** **o Termo de Uso e Aviso de Privacidade


## **Para que serve:**

Garantir a regularização e o retorno das atividades de comércio em Feiras Livres, Feiras Móveis, Feiras Especiais, Antiquários e Feirartes.


## **Quem pode solicitar:**

Podem solicitar este serviço o **Feirante/Expositor/Ambulante em feira **que tiver a sua matrícula cancelada e desejar restabelecê-la para atuar nas feiras mencionadas. A solicitação também pode ser feita por um **representante legal ou despachante**."
"Análise de projeto arquitetônico e pronunciamento, de acordo com a arquitetura e/ou geometria do terreno","## O que é:

Este serviço consiste na análise de projetos de arquitetura que são originados de outros órgãos da prefeitura. O objetivo principal é verificar se esses projetos necessitam de um licenciamento específico da Fundação Instituto de Geotécnica do Município do Rio de Janeiro (GEO-RIO).

Essa análise é fundamental para garantir que as propostas arquitetônicas estejam em conformidade com as exigências geotécnicas, assegurando a estabilidade e a segurança das construções e do solo.


## Para que serve:

O serviço serve para definir a necessidade de licenciamento de projetos arquitetônicos pela GEO-RIO. Isso garante que obras e intervenções urbanas estejam em conformidade com as normas geotécnicas, prevenindo riscos e assegurando a segurança das edificações e do solo.


## Quem pode solicitar:

Cidadãos, empresas ou outros órgãos que possuam projetos de arquitetura que necessitem de verificação e possível licenciamento pela GEO-RIO. A solicitação pode ser feita diretamente pelo interessado ou por um representante legal, como procurador ou despachante."
Abertura de termo para Serviço de Transporte de Passageiros Complementar Comunitário (STPC),
Licença Municipal de Recuperação e Instalação (LMRI),
Capacitação em boas práticas e normas sanitárias para serviços veterinários e de interesse à saúde do animal,
Emissão de segunda via do Certificado de Vistoria - Transporte Complementar,
Solicitação de alteração de ponto final de ônibus,
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Ordem Pública,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Secretaria Municipal de Ordem Pública. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Secretaria Municipal de Ordem Pública. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria Municipal de Ordem Pública."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Transportes,"## **O que é:**

Este serviço permite notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas contratadas pela Secretaria de Transportes do Rio de Janeiro. É um canal exclusivo para relatar problemas relacionados a direitos de trabalhadores terceirizados.


## **Para que serve:**

Fiscalizar e garantir o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas que prestam serviços à Secretaria de Transportes. O objetivo é assegurar que as penalidades previstas em contrato sejam aplicadas, podendo incluir o bloqueio de pagamento da fatura, caso as irregularidades sejam confirmadas.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria de Transportes."
Emissão de taxas por permissão - Transporte Complementar,
Programa Empreenda.Rio,"## **O que é:**

O Empreenda.Rio é um programa da Prefeitura do Rio de Janeiro focado no fortalecimento do empreendedorismo local. Ele oferece cursos nas áreas de empreendedorismo, gestão de negócios e marketing digital. São oferecidos serviços de assessoria e orientações para Microempreendedores Individuais (MEI), incluindo suporte para abertura e fechamento de empresas.


As assessorias e orientações são realizadas nas Salas do Empreendedor, que têm como objetivo apoiar e qualificar quem tem ou sonha abrir o seu próprio negócio na cidade. Em parceria com a Sebrae Rio, a Secretaria Municipal de Trabalho e Renda do Rio (SMTE) mantém seis unidades em funcionamento na cidade: Ilha do Governador, São Cristóvão, Centro (CIAD e UDES), Santa Cruz e Campo Grande.


## **Para que serve:**

Qualificar e impulsionar empreendedores, novos e experientes, através de cursos e assessoria em gestão e marketing digital. Contribui para o crescimento do empreendedorismo no Rio de Janeiro e fortalece a comunidade local, além de facilitar a intermediação de mão de obra.


## **Quem pode solicitar:**

Empreendedores, tanto novos quanto experientes, que atuam na cidade do Rio de Janeiro. Inclui Microempreendedores Individuais (MEI) que buscam qualificação, assessoria e suporte para seus negócios."
Ingresso ou baixa em Cooperativa - Transporte Complementar,
Notificação de irregularidades em contratos de empresas terceirizadas da Fundação Parques e Jardins,"## O que é:

Este serviço permite notificar irregularidades trabalhistas supostamente cometidas por empresas terceirizadas que possuem contratos com a Fundação Parques e Jardins.

Ele possibilita que cidadãos informem sobre o não cumprimento de obrigações trabalhistas por parte dessas entidades contratadas.


## Para que serve:

O serviço tem como objetivo garantir a fiscalização e a apuração de irregularidades trabalhistas em contratos de empresas terceirizadas.

Ele assegura que a secretaria responsável possa verificar as denúncias e, se confirmadas, aplicar as penalidades contratuais cabíveis, como o bloqueio de pagamento, garantindo o cumprimento das obrigações.


## Quem pode solicitar:

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Fundação Parques e Jardins."
Vistoria extra para segunda via de selo - Transporte Complementar,
Notificação de irregularidades em contratos de empresas terceirizadas da Rio-Águas,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Rio-Águas. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Rio-Águas. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Rio-Águas."
Solicitação de desinterdição em serviços veterinários e de interesse à saúde do animal,
Encerramento de contrato de trabalho para servidor celetista,"## O que é:

Este serviço oferece informações detalhadas sobre o encerramento, suspensão ou rescisão de contrato de trabalho para servidores celetistas. Abrange situações como aposentadoria por idade, tempo de contribuição ou aposentadoria especial, bem como rescisão por iniciativa do próprio cidadão.


## Para que serve:

O objetivo é orientar e formalizar a situação funcional do servidor celetista perante o instituto de previdência e a administração municipal. Isso garante a correta cessação do contrato de trabalho, seja por aposentadoria ou rescisão, conforme as normas vigentes.


## Quem pode solicitar:

Servidores celetistas da prefeitura que se encontram em processo de aposentadoria (por idade, tempo de contribuição ou especial) ou que desejam rescindir seu contrato de trabalho. Pensionistas também podem buscar informações relacionadas a esses processos."
Autorização para ligação de efluentes sanitários,"## **O que é:**

Este serviço permite solicitar a ligação de efluentes sanitários tratados à galeria pública de águas pluviais, que faz parte do sistema unitário. A solicitação é feita após o tratamento dos efluentes e a aprovação do projeto pela concessionária de esgotamento sanitário local.

É fundamental que a ligação esteja em conformidade com a Declaração de Possibilidade de Esgotamento (DPE) emitida pela própria concessionária, garantindo a adequação do processo.


## **Para que serve:**

O objetivo é formalizar e obter a autorização necessária para a conexão de efluentes sanitários já tratados à rede pública de drenagem. Isso assegura o descarte correto e regulamentado dos efluentes, evitando impactos ambientais e cumprindo as exigências da concessionária.


## **Quem pode solicitar:**

Este serviço pode ser solicitado por proprietários de imóveis, empreendedores ou seus representantes legais. É destinado a quem está construindo um novo imóvel ou empreendimento, ou realizando ampliações, transformações de uso, atualizações ou reformas que exijam essa ligação.

A solicitação deve ser feita antes do pedido de ""Habite-se"" da construção ou em casos de modificações significativas no imóvel."
Notificação de irregularidades em contratos de empresas terceirizadas da Procuradoria Geral do Município,"## **O que é:**

Este serviço permite notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas contratadas pela Procuradoria Geral do Município. É um canal exclusivo para relatar problemas relacionados a direitos de trabalhadores terceirizados.


## **Para que serve:**

Fiscalizar e garantir o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas que prestam serviços à Procuradoria Geral do Município. O objetivo é assegurar que as penalidades previstas em contrato sejam aplicadas, podendo incluir o bloqueio de pagamento da fatura, caso as irregularidades sejam confirmadas.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Procuradoria Geral do Município."
"Cumprimento de exigências do Corpo de Bombeiros, Light e CEG em Imóveis protegidos","## O que é:

Este serviço consiste na obtenção de um parecer técnico do IRPH - Instituto Rio Patrimônio da Humanidade. Este parecer é necessário para a adequação de instalações em imóveis protegidos, visando atender às exigências do Corpo de Bombeiros, Light e CEG.

Os imóveis considerados protegidos incluem aqueles que são tombados, preservados, passíveis de renovação/tutelados, ou que estão situados em Área de Proteção do Ambiente Cultural (APAC), em área de entorno de Bem Tombado, em área dos Sítios Declarados Patrimônio Cultural pela UNESCO, ou ainda imóveis construídos antes de 1938.


## Para que serve:

O parecer do IRPH serve para regularizar e garantir que as instalações de imóveis protegidos estejam em conformidade com as normas e exigências de segurança e infraestrutura. Isso inclui as demandas específicas do Corpo de Bombeiros, Light e CEG, assegurando a preservação do patrimônio cultural e a segurança dos ocupantes.


## Quem pode solicitar:

Este serviço pode ser solicitado por diversos públicos que necessitam regularizar ou intervir em imóveis protegidos. Incluem-se arquitetos, urbanistas, engenheiros, construtores, proprietários de imóveis, e também cidadãos em geral, pesquisadores e servidores públicos municipais que atuam com esses bens."
Programa de Dispensação de Tecnologia Assistiva da SMS (OPM's),"#### **O que é:**

A Dispensação de Tecnologia Assistiva é um Programa que consiste na dispensação de tecnologia assistiva para potencializar o processo de reabilitação e promover inclusão. São fornecidos equipamentos que ampliam a autonomia e a funcionalidade de pessoas com deficiência, incluindo órteses, próteses, meios auxiliares de locomoção, como cadeiras de rodas e muletas, aparelhos auditivos e bolsas de ostomia e adjuvantes no município do Rio de Janeiro. Este informativo busca orientar o cidadão sobre como acessar esses itens por meio da rede municipal, contribuindo para a reabilitação, autonomia e qualidade de vida.


#### **Como funciona:**

O acesso aos dispositivos depende de avaliação na rede de saúde.

- **Se você não possui laudo médico:** Procure a unidade de saúde municipal mais próxima para avaliação e orientações.
- **Se você já possui laudo médico:** Compareça à sua unidade de saúde ou Clínica da Família de referência para ser inserido no Sistema de Regulação (SISREG) e encaminhado para avaliação em reabilitação.


#### **Público-alvo:**

Pessoas que necessitam de próteses, órteses, meios auxiliares de locomoção ou bolsas para ostomizados, mediante indicação por laudo médico.


## Informações complementares:

O atendimento pode ser realizado nas seguintes unidades, de segunda a sexta-feira, das 8h às 17h:


## I) Centro Municipal de Reabilitação Oscar Clark

Rua General Canabarro, 345 – Maracanã


## II) Policlínica Manoel Guilherme da Silveira Filho

Avenida Ribeiro Dantas, 571 – Bangu


## III) Policlínica Newton Bethlem

Rua Barão, 260 – Praça Seca"
Notificação de irregularidades em contratos de empresas terceirizadas do Riocentro,"## **O que é:**

Este serviço permite a notificação de irregularidades trabalhistas supostamente cometidas por empresas terceirizadas que prestam serviços ao Riocentro. Ele é exclusivo para reportar situações onde os direitos de trabalhadores terceirizados, contratados por entidades do Município, podem não estar sendo cumpridos.


**Para que serve:**  
O serviço tem como objetivo permitir que a secretaria responsável pelo contrato com a empresa terceirizada receba o relato do cidadão, verifique a situação e realize ações de fiscalização. Se as irregularidades forem confirmadas, a secretaria aplicará as penalidades previstas no contrato, podendo incluir o bloqueio do pagamento da fatura, conforme a Lei nº 14.133/2021.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas contratadas pelo Riocentro."
Inclusão e exclusão de técnica artística ou produto em Feirartes,"## **O que é:**

Este serviço consiste em** adicionar ou remover uma técnica artística ou um produto** que será comercializado ou exposto nas Feirartes do município.

A solicitação visa regularizar a participação de expositores, garantindo que suas atividades estejam em conformidade com as normas e o perfil das Feiras de Artes.


Acesse** ****[aqui](https://ordempublica.prefeitura.rio/wp-content/uploads/sites/30/2024/06/TERMO-DE-USO-AVISO-FEIRAS-LIVRES-MOVEIS-FEIRAS-ESPECIAIS-E-FEIRARTES-v3.pdf)**** **o Termo de Uso e Aviso de Privacidade.


## **Para que serve:**

Este serviço serve para formalizar a **atualização do portfólio de técnicas artísticas e produtos** oferecidos pelos expositores nas Feirartes, assegurando a regularidade e a adequação de suas ofertas e promovendo a organização das feiras.


## **Quem pode solicitar:**

**Expositores **com matrícula ativa em Feirartes que desejam incluir novas técnicas artísticas ou produtos, ou excluir os já existentes. A solicitação também pode ser feita por um **representante legal ou despachante**."
Inscrição de chapa de eleição para Comissão de Administração de Feirartes e representantes de Feiras de Ambulantes,"## **O que é:**

Este serviço consiste na** inscrição de chapa de eleição **para Comissão de Administração de Feirartes e para representantes de Feiras de Ambulantes.


Acesse** ****[aqui](https://ordempublica.prefeitura.rio/wp-content/uploads/sites/30/2024/06/TERMO-DE-USO-AVISO-FEIRAS-LIVRES-MOVEIS-FEIRAS-ESPECIAIS-E-FEIRARTES-v3.pdf)**** **o Termo de Uso e Aviso de Privacidade.


## **Para que serve:**

O serviço tem como objetivo de **inscrever chapa de eleição **para Comissão de Administração de Feirartes e para representantes de Feiras de ambulantes.


## **Quem pode solicitar:**

Pode solicitar este serviço o **Expositor/Ambulante em feira** que já possui permissão para trabalhar nas feiras regulamentadas. A solicitação também pode ser feita por um **representante legal ou despachante**."
Notificação de irregularidades em contratos de empresas terceirizadas da Guarda Municipal,"## O que é:

Este serviço permite que o cidadão notifique irregularidades trabalhistas supostamente cometidas por empresas terceirizadas que possuem contratos com a Guarda Municipal do Rio de Janeiro. É um canal exclusivo para reportar problemas relacionados aos direitos dos trabalhadores dessas empresas.


## Para que serve:

O objetivo é garantir que a secretaria responsável pelo contrato fiscalize as empresas terceirizadas. Se as irregularidades trabalhistas forem confirmadas, a secretaria poderá aplicar as penalidades previstas em contrato, como o bloqueio de pagamento, assegurando o cumprimento das obrigações trabalhistas.


## Quem pode solicitar:

Qualquer cidadão pode solicitar este serviço. Para isso, é necessário informar o nome da empresa empregadora, a atividade ou função do trabalhador, a unidade onde o serviço foi prestado, as verbas trabalhistas que não teriam sido pagas e o período em que a irregularidade ocorreu."
Informações sobre custeio em projetos esportivos,"## O que é:

Este serviço oferece informações sobre como obter custeio para projetos esportivos através da Secretaria Municipal de Esportes (SMEL).

A SMEL é responsável por fiscalizar os contratos e realizar o pagamento integral dos custos de projetos de longa duração.


## Para que serve:

Proporcionar o financiamento e a viabilização de projetos esportivos, garantindo o suporte financeiro necessário para sua execução e desenvolvimento.


## Quem pode solicitar:

Cidadãos ou entidades que possuem projetos esportivos e buscam financiamento para sua execução."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Infraestrutura,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Secretaria Municipal de Infraestrutura. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Secretaria Municipal de Infraestrutura. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria Municipal de Infraestrutura."
Notificação de irregularidades em contratos de empresas terceirizadas da Controladoria Geral do Município,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Controladoria Geral do Município. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Controladoria Geral do Município. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Controladoria Geral do Município."
Notificação de irregularidades em contratos de empresas terceirizadas da Fundação Cidade das Artes,"## **O que é:**

Este é um serviço para notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas que possuem contratos com a Fundação Cidade das Artes. A notificação permite que o município fiscalize o cumprimento das obrigações contratuais e trabalhistas.


## **Para que serve:**

Este serviço serve para fiscalizar o cumprimento das obrigações trabalhistas por empresas terceirizadas contratadas pela Fundação Cidade das Artes. Ele permite que a secretaria responsável verifique as denúncias e, se confirmadas as irregularidades, aplique as penalidades contratuais, como o bloqueio de pagamentos.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Fundação Cidade das Artes."
Licenciamento de movimento de material terroso para fins de recuperação de áreas degradas por terraplanagem,
Notificação de irregularidades em contratos de empresas terceirizadas da Companhia Municipal de Transportes Coletivos,"## O que é:

Este serviço permite notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas contratadas pelo Município. A notificação é exclusiva para casos envolvendo a Companhia Municipal de Transportes Coletivos (CMTC).

O objetivo é relatar supostas falhas no cumprimento de obrigações trabalhistas com os empregados dessas entidades contratadas.


## Para que serve:

O serviço serve para que a secretaria responsável pelo contrato com a empresa terceirizada possa fiscalizar e verificar as irregularidades trabalhistas relatadas. Caso as falhas sejam confirmadas, a secretaria aplica as penalidades previstas em contrato.

Essas penalidades podem incluir, se necessário, o bloqueio do pagamento da fatura da empresa, conforme o contrato e a Lei nº 14.133/2021.


## Quem pode solicitar:

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Companhia Municipal de Transportes Coletivos (CMTC)."
Notificação de irregularidades em contratos de empresas terceirizadas da RioFilme,"## O que é:

Este serviço permite notificar irregularidades trabalhistas supostamente cometidas por empresas terceirizadas que possuem contratos com a RioFilme. É um canal para reportar situações onde os direitos dos trabalhadores terceirizados não estão sendo cumpridos.


## Para que serve:

Fiscalizar e garantir o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas que prestam serviços à RioFilme. O objetivo é assegurar que as penalidades previstas em contrato sejam aplicadas, podendo incluir o bloqueio de pagamento da fatura, caso as irregularidades sejam confirmadas.


## Quem pode solicitar:

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da RioFilme."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,"## **O que é:**

Este serviço permite a notificação de irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas contratadas pela Secretaria Municipal de Desenvolvimento Urbano e Licenciamento.

É um canal exclusivo para reportar situações relacionadas a direitos de trabalhadores terceirizados que atuam para o Município.


## **Para que serve:**

O serviço serve para fiscalizar e garantir o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas que prestam serviços para a Secretaria Municipal de Desenvolvimento Urbano e Licenciamento.

Ele permite que a secretaria investigue as denúncias e aplique as penalidades contratuais cabíveis, como o bloqueio de pagamento, caso as irregularidades sejam confirmadas.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas em contratos de empresas terceirizadas que prestam serviços para a Secretaria Municipal de Desenvolvimento Urbano e Licenciamento."
Fiscalização de caça e/ou captura de animais silvestres,"## O que é:

Este serviço consiste na **fiscalização de atividades ilegais que envolvem animais da fauna silvestre**. Isso abrange a posse de animais sem a devida permissão, licença ou autorização e a caça ou captura de animais silvestres.

Animais silvestres são aqueles que pertencem à fauna brasileira e vivem em ambientes naturais como florestas, mangues e restingas, como: capivara, cobra, arara, papagaio, gavião, bicho preguiça, jacaré e macaco.


## Para que serve:

O serviço tem como objetivo **coibir e combater a posse e a caça ilegal de animais silvestres**, protegendo a fauna brasileira. A fiscalização atua verificando a existência de armadilhas para apreensão de animais e identificando os responsáveis por essas práticas.


## Quem pode solicitar:

Qualquer cidadão pode solicitar este serviço para denunciar irregularidades."
Cadastramento de cotista para pensão alimentícia paga por servidor municipal,
Notificação de irregularidades em contratos de empresas terceirizadas da GEO-Rio,"## O que é:

Este serviço permite notificar irregularidades trabalhistas supostamente cometidas por empresas terceirizadas que possuem contratos com a GEO-Rio. É um canal para reportar situações envolvendo trabalhadores terceirizados do Município, garantindo a fiscalização das obrigações contratuais.


## Para que serve:

O objetivo é receber e apurar denúncias de irregularidades trabalhistas, permitindo que a secretaria responsável fiscalize e, se confirmada a falha, aplique as penalidades previstas em contrato. Isso pode incluir o bloqueio de pagamento da fatura da empresa, garantindo o cumprimento das obrigações conforme o contrato e a legislação aplicável.


## Quem pode solicitar:

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da GEO-Rio."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Fazenda,"## **O que é:**

Este serviço permite notificar irregularidades trabalhistas que teriam sido cometidas por empresas terceirizadas contratadas pela Secretaria Municipal de Fazenda. É um canal exclusivo para relatar problemas relacionados a direitos de trabalhadores terceirizados.


## **Para que serve:**

Fiscalizar e garantir o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas que prestam serviços à Secretaria Municipal de Fazenda. O objetivo é assegurar que as penalidades previstas em contrato sejam aplicadas, podendo incluir o bloqueio de pagamento da fatura, caso as irregularidades sejam confirmadas.


## **Quem pode solicitar:**

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria Municipal de Fazenda."
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Conservação,"## O que é:

Este serviço permite que cidadãos notifiquem irregularidades trabalhistas. Ele se aplica especificamente a situações envolvendo empresas terceirizadas que prestam serviços para a Secretaria Municipal de Conservação.


## Para que serve:

Fiscalizar e garantir o cumprimento das obrigações trabalhistas por parte das empresas terceirizadas que prestam serviços à Secretaria Municipal de Conservação. O objetivo é assegurar que as penalidades previstas em contrato sejam aplicadas, podendo incluir o bloqueio de pagamento da fatura, caso as irregularidades sejam confirmadas.


## Quem pode solicitar:

Qualquer cidadão que tenha conhecimento de irregularidades trabalhistas envolvendo empresas terceirizadas da Secretaria Municipal de Conservação."
