titulo_servico,nome_orgao,categoria,status_do_servico,analise_relevancia
Informações sobre Medicina Alternativa para servidores,Secretaria Municipal de Administração,Servidor,Publicado,Fica
SERVIDOR CELETISTA – Atualização da carteira de trabalho do servidor celetista,Secretaria Municipal de Assistência Social,Servidor,Em Edição,Não fica - validado
Informações sobre concurso de bandas especializadas em Carnaval,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Não fica - validado
Reativação de autorização de comércio ambulante,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
Manutenção de obras de drenagem,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Aguardando Aprovação,Fica
Informações sobre o Conselho Municipal de Defesa dos Direitos da Pessoa Idosa (COMDEPI-RIO),Secretaria Municipal do Envelhecimento Saudável e Qualidade de Vida,Cidadania,Publicado,Fica
Autorização de início de obra de drenagem urbana - AIO,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Informações sobre desconto e isenção do imposto sindical,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Averbação de Licenças e Certidões (AVB),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Informações sobre a participação da Defesa Civil em eventos,Subsecretaria de Proteção e Defesa Civil,Cidadania,Publicado,Não fica - validado
Orientação para obter o Cartão Nacional SUS (CNS),Secretaria Municipal de Saúde,Saúde,Publicado,Fica
"Análise de criação, extinção ou alteração de linha de ônibus (SPPO)",Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Vistoria em local com presença de insetos (mosquito, aranha e lacraia)",Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Informações sobre Herança Jacente,Procuradoria Geral do Município do Rio de Janeiro,Cidadania,Em Edição,Fica
Informação sobre licenciamento de produtos da MultiRio,MULTIRIO - Empresa Municipal de Multimeios Ltda.,Educação,Publicado,Fica
Fiscalização de transporte de fretamento,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Fiscalização de bens adotados,Fundação Parques e Jardins,Cidade,Publicado,Fica
"Transferência de matrícula por renúncia em Feiras Livres, Feiras Móveis, Feiras Especiais e  Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Atendimento em Hospitais Gerais e Especializados,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Informações sobre acidentes com viaturas/equipamentos da Rioluz,Companhia Municipal de Energia e Iluminação,Cidade,Publicado,Fica
Encerramento de termo - Táxi/Mototáxi,Secretaria Municipal de Transportes,Transporte,Publicado,Fica - Validado
Informações sobre encerramento de folha de pagamento de servidor,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Arrematação em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Infração ao Código Disciplinar de Transporte de Passageiros – Segunda Instância,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Agendamento, consulta e cancelamento de vistoria por permissão - Transporte Complementar",Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Informações sobre empréstimo de livros nas bibliotecas populares,Secretaria Municipal de Cultura,Cultura,Publicado,Fica
Informações sobre apoio indireto (ISS - Lei de Incentivo à Cultura),Secretaria Municipal de Cultura,Cultura,Publicado,Fica
Fiscalização de pesca predatória,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Informações sobre trabalho ou estágio na MultiRio,MULTIRIO - Empresa Municipal de Multimeios Ltda.,Educação,Publicado,Não fica - validado
Retirada ou adequação de quebra-molas (após avaliação favorável da CET-RIO).,Secretaria Municipal de Conservação e Serviços Públicos,Transporte,Aguardando Aprovação,Fica
ISS – Visto Fiscal/Inclusão Predial – Reenvio da Certidão de Visto Fiscal,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Fiscalização de transporte escolar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
ISS – Recurso especial,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Programa Rio Dignidade,Secretaria Municipal do Envelhecimento Saudável e Qualidade de Vida,Cidadania,Publicado,Fica
Juntada de documentos em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Vistoria em imóvel apresentando trepidação,Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
Solicitação de autorização para do desfile de Blocos de Rua,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Fica
Licença Municipal de Recuperação e Operação (LMRO),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Nota Carioca – Arquivos: envio em lote (notas convencionais recebidas) e importação,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Alteração de endereço para atividades dispensadas de alvará,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
Informações sobre autorização para realização de pesquisa acadêmica,Secretaria Municipal de Educação,Educação,Publicado,Fica
ISS – Incorporação de Empresas,Secretaria Municipal de Fazenda,Tributos,Aguardando Aprovação,Fica
Licença Municipal Simplificada de Habitação (LSH),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Emissão de TUAP para feirantes,Secretaria Municipal de Ordem Pública,Tributos,Publicado,Fica
Informações sobre a vacina antirrábica em humanos,Secretaria Municipal de Proteção e Defesa dos Animais,Saúde,Publicado,Fica
Projeto de arborização para urbanização de endereço,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
"Fiscalização sanitária de fumo em mercados, supermercados e agroindústria","Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Certificado de Adequação de Imóvel (CAI) em Unidades de Conservação Ambiental,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Fiscalização de ocupação por atividade irregular na natureza,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Infração ao Código Disciplinar de Transporte de Passageiros - Cancelamento (Primeira Instância),Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Fiscalização de obras em passarela, viaduto, ponte e túnel revestido",Secretaria Municipal de Infraestrutura,Cidade,Publicado,Fica
Informações sobre o Terreirão do Samba,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Não fica - validado
Informações sobre a Política Nacional Aldir Blanc (PNAB),Secretaria Municipal de Cultura,Cultura,Em Edição,Não fica - validado
Licenciamento Sacolão Volante,Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Atendimento em Centro de Emergência Regional (CER),Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Autorização para cemitérios e crematórios particulares de animais,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Programa de visitas à CGM,Controladoria Geral do Município do Rio de Janeiro,Cidadania,Publicado,Fica
Vistoria em escavação ou aterro irregular,Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
Declaração de Conformidade Ambiental (DCA),Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Solicitação de desinterdição em estabelecimentos comerciais em geral,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
ITBI – Petição para depósito administrativo do crédito tributário,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Situação de nota de débito na SMDU,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Tributos,Publicado,Fica
Informações sobre o monitoramento da qualidade do ar,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
"Prova de Vida - Feirantes, Expositores e Ambulantes em feiras",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Recurso de notificação de atividade econômica,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
Emissão de segunda via do CIAT - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Requerimento de fruição de valor de cargo de confiança,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Recurso de notificação e intimação emitidas pela Rio-Águas,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Responsabilidade tributária,Secretaria Municipal de Fazenda,Tributos,Em Edição,Não fica - validado
Informações sobre o tratamento de dados pessoais pela Prefeitura do Rio de Janeiro,Secretaria Municipal de Integridade e Transparência,Lei Geral de Proteção de Dados (LGPD),Publicado,Não fica - validado
Desfile Blocos de Embalo e Enredo,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Aguardando Aprovação,Não fica - validado
Informações sobre imposto sindical,Secretaria Municipal de Administração,Tributos,Publicado,Não fica - validado
Informações sobre uso de espaços para projetos culturais,Secretaria Municipal de Cultura,Cultura,Publicado,Fica
Informações sobre compensação das emissões de gases do efeito estufa de obras (Resolução Conjunta nº 14/2009),Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Alteração do sentido de circulação de vias,Companhia de Engenharia de Tráfego do Rio de Janeiro,Trânsito,Publicado,Fica
"Criação de novas Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Cadastro Nacional de Estabelecimento de Saúde,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Fiscalização sanitária de fumo em estabelecimentos fechados de alimento ou de ensino,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Fiscalização da manutenção da pavimentação de vias privatizadas – Linha Amarela,Secretaria Municipal de Coordenação Governamental,Cidade,Publicado,Fica
Pesquisa ao acervo arqueológico do Laboratório Aberto de Arqueologia Urbana (LAAU),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cultura,Publicado,Fica
Consulta Prévia de Imóveis em Área de Entorno de Bens Tombados,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica - Validado
Fiscalização sanitária de fumo em estabelecimentos comerciais em geral,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
"Vistoria de Táxi - 1ª Autonomia, Inclusão e Permuta de Veículo e Vistoria Extra",Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Informações sobre atendimento em Classe Domiciliar,Secretaria Municipal de Educação,Educação,Publicado,Fica
Informações sobre o Programa Territórios Sociais,Instituto Municipal de Urbanismo Pereira Passos,Cidadania,Publicado,Fica
Consulta Prévia - Intervenções em espaços públicos protegidos pelo Patrimônio Cultural,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Fica
Concurso de Folião Original,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Aguardando Aprovação,Não fica - validado
Levantamento de depósito em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
"Atualização de dados cadastrais em Feiras Livres, Feiras Móveis, Feiras Especiais e  Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Processo de fatura para fornecedor da Rio-Águas,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
"Inclusão e exclusão de substituto ou preposto em Feiras Livres, Feiras Móveis, Feiras Especiais e  Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Exames laboratoriais para diagnóstico de Raiva animal,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Manutenção do túnel Marcelo Alencar (Mergulhão),Secretaria Municipal de Desenvolvimento Econômico,Cidade,Publicado,Fica
Solicitação de rebaixamento de meio fio para acesso de veículos,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Publicado,Fica
"Emissão de segunda via de carteira e cartão em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Sinalização gráfica horizontal viária,Companhia de Engenharia de Tráfego do Rio de Janeiro,Transporte,Aguardando Aprovação,Fica
Informações sobre as Casas da Juventude,Secretaria Especial da Juventude Carioca,Cidadania,Publicado,Fica - Validado
Participa.Rio – População,Secretaria Municipal da Casa Civil,Cidadania,Em Edição,Fica
"Consulta Prévia para imóveis em área do Sitio Paisagens Cariocas, bem como instalação de mobiliário e publicidade em áreas urbanas protegidas.",Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Aguardando Aprovação,Fica - Validado
Projeto de arborização para loteamento,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
Atendimento em Centros Especializados de Reabilitação,Secretaria Municipal de Saúde,Saúde,Publicado,Fica
Licença Ambiental Municipal Comunicada para obras públicas de infraestrutura (LAC),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
Certidão Municipal de Inexigibilidade de Licenciamento Ambiental para obras,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Informações sobre seguro contra danos físicos de imóvel financiado pelo Previ-Rio,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Solicitação de fiscalização de instalações de ar-condicionado central,Companhia Municipal de Energia e Iluminação,Cidade,Publicado,Fica
Valores pagos indevidamente ao Previ-Rio - Ressarcimento,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
ISS – Recurso contra Declaração de Perempção,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
TAXI.RIO Cidades - Solicitação de devolução de pagamento,Empresa Municipal de Informática S.A.,Transporte,Publicado,Fica
Acolhimento em Residência Inclusiva para pessoas com deficiência,Secretaria Municipal da Pessoa com Deficiência,Cidadania,Publicado,Fica
Desarquivamento em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
Manutenção de bicicletas do sistema Bike Rio,Superintendência Executiva de Patrimônio Imobiliário,Transporte,Publicado,Fica
Disponibilização do acervo da Biblioteca da PGM,Procuradoria Geral do Município do Rio de Janeiro,Cultura,Publicado,Fica - Validado
Consulta à Comissão de Integridade Pública,Secretaria Municipal de Integridade e Transparência,Cidadania,Publicado,Fica
Fiscalização de árvore plantada em local irregular,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
Serviços de Iluminação na Transolímpica,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Em Edição,Fica
Fiscalização de plantio recente de árvore em vias públicas,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
"Instalação de publicidade, gradil e toldos em Imóveis protegidos",Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Informações sobre monumentos e chafarizes,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Aguardando Aprovação,Não fica - validado
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Educação,Secretaria Municipal de Educação,Trabalho,Publicado,Fica
Apoio à produções audiovisuais - Rio Film Commission,Distribuidora de Filmes S.A. - RIOFILME,Cultura,Publicado,Fica
Participa.Rio – Gestores da Prefeitura,Secretaria Municipal da Casa Civil,Cidadania,Em Edição,Fica
Solicitação de fiscalização de instalações de exaustão mecânica de cozinha industrial,Companhia Municipal de Energia e Iluminação,Meio Ambiente,Publicado,Fica
Reparo de píer de madeira,Secretaria Municipal de Conservação e Serviços Públicos,Cidade,Aguardando Aprovação,Fica
Colocação de mesas e cadeiras em Área de Proteção do Ambiente Cultural (APAC) ou em Áreas de Entorno de Bem Tombado (AEBT),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Licenças,Publicado,Fica
Licença Municipal de Recuperação (LMR),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
Suspensão de cobrança em Dívida Ativa,Procuradoria Geral do Município do Rio de Janeiro,Tributos,Publicado,Fica
"Afastamento por licença em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Vistoria de imóvel para emissão de laudo técnico de ausência de animais em demolições,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Solicitação de revisão do FGTS do servidor celetista,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Nota Carioca – Benefícios para pessoa jurídica: prestador e tomador de serviços,Secretaria Municipal de Fazenda,Tributos,Em Edição,Fica
Fiscalização de comércio ilegal de animais silvestres,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Licenciamento de reparos de emergência especiais em vias públicas,Secretaria Municipal de Conservação e Serviços Públicos,Licenças,Publicado,Fica
Extinção de serviço de transporte de passageiros complementar comunitário (STPC),Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Pesquisa arqueológica nas obras de intervenção urbana,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Cidade,Publicado,Não fica - validado
Baixa de Auxiliar - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Emissão da Certidão Municipal de Cumprimento de Condicionantes (CMCC),Secretaria Municipal de Meio Ambiente e Clima,Licenças,Publicado,Fica - Validado
Cartão de estacionamento para veículos prestadores de serviços de mobiliário urbano,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Planta de Demarcação Faixa Non Aedificandi (FNA) ou Faixa Marginal de Proteção (FMP),Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Informações sobre Plano Diretor de Arborização Urbana,Fundação Parques e Jardins,Meio Ambiente,Publicado,Não fica - validado
Procuradoria de Serviços Públicos – PSE,Procuradoria Geral do Município do Rio de Janeiro,Cidadania,Em Edição,Não fica - validado
"Baixa de matrícula em Feiras Livres, Feiras Móveis, Feiras Especiais e  Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Informações sobre atendimento em Classe Hospitalar,Secretaria Municipal de Educação,Educação,Publicado,Fica
Revisão dos valores da declaração de rendimentos inativos e pensionistas – DIRF,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
Vistoria em rolamento de pedra,Subsecretaria de Proteção e Defesa Civil,Cidade,Publicado,Fica
Informações sobre Cartilha de Educação Animal,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Não fica - validado
Análise de alteração de linha de STPL,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Informações técnicas sobre obras, projetos e instrução processual",Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Não fica - validado
Informações sobre continuidade de pensão “post mortem”,Instituto de Previdência e Assistência do Município do Rio de Janeiro,Servidor,Publicado,Fica
"Cidade das Artes - Solicitação de pauta para espetáculos, shows e eventos",Fundação Cidade das Artes,Cultura,Publicado,Fica
Solicitação de Licença médica por acidente de trabalho para servidores municipais,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Ressarcimento de saldo remanescente de arrematação de veículo leiloado,Secretaria Municipal de Ordem Pública,Tributos,Publicado,Fica
Informações sobre o Programa Ações Locais,Secretaria Municipal de Cultura,Cultura,Publicado,Não fica - validado
Notificação de irregularidades em contratos de empresas terceirizadas da COMLURB,Companhia Municipal de Limpeza Urbana,Trabalho,Publicado,Fica
Cartão de estacionamento para veículos de imprensa,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Fiscalização do uso de fumo em estabelecimentos de saúde, estética e atividade física","Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Suporte técnico à plataforma MultiRio,MULTIRIO - Empresa Municipal de Multimeios Ltda.,Educação,Publicado,Fica - Validado
Informações sobre o Programa de Saúde Vocal do Professor,Secretaria Municipal de Administração,Saúde,Publicado,Fica
Informações sobre benefícios para moradores de imóveis interditados pela Defesa Civil,Secretaria Municipal de Habitação,Cidade,Publicado,Fica
Informações sobre aumento da tarifa modal,Secretaria Municipal de Transportes,Transporte,Publicado,Não fica - validado
Consulta de multas por permissão - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria da Pessoa com Deficiência,Secretaria Municipal da Pessoa com Deficiência,Trabalho,Publicado,Fica
Programa Jovens Cientistas Cariocas 2026,"Secretaria Municipal de Ciência, Tecnologia e Inovação",Cidadania,Publicado,Fica
Recurso de edital de atividade econômica,Coordenadoria de Licenciamento e Fiscalização,Licenças,Publicado,Fica
Informações sobre limites de áreas protegidas,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Informações sobre desfiles das Escolas de Samba no Sambódromo,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Não fica - validado
Declaração de possibilidade de esgotamento pluvial (DPEP),Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Informações sobre abertura de processos de Licenciamento Ambiental Municipal e legislações pertinentes,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Não fica - validado
Fiscalização sanitária em agroindústrias e cervejas artesanais,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Encerramento de termo dos Modais de Transporte,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
"Solicitação de desinterdição em mercados, supermercados e agroindústria","Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Licenças,Publicado,Fica - Validado
ISS - Informações sobre desconto/parcelamento para empresas no entorno da Avenida Brasil,Secretaria Municipal de Fazenda,Tributos,Publicado,Fica
Relação de autorizações de remoção de vegetação emitidas,Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Não fica - validado
"Abono de faltas em Feiras Livres, Feiras Móveis, Feiras Especiais, Antiquários e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Autorização para instalação de paraciclos em local público,Secretaria Municipal de Meio Ambiente e Clima,Transporte,Publicado,Fica
Declaração de Cota de Infradorso,Fundação Instituto das Águas do Município do Rio de Janeiro,Licenças,Em Edição,Não fica - validado
Informações sobre controle de queimadas - Incêndio florestal,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Não fica - validado
"Certidão de tempo de serviço em Feiras Livres, Feiras Móveis, Feiras Especiais e  Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Consulta prévia - Rio-Águas,Fundação Instituto das Águas do Município do Rio de Janeiro,Cidade,Publicado,Fica
Verificação de ocorrências nas bilheterias do BRT,Companhia Municipal de Transportes Coletivos,Transporte,Publicado,Fica
Informações sobre desmatamento no Parque Nacional da Tijuca,Secretaria Municipal de Meio Ambiente e Clima,Cidade,Publicado,Provavelmente não fica
Selo Amigo dos Animais,Secretaria Municipal de Proteção e Defesa dos Animais,Animais,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da CET-Rio,Companhia de Engenharia de Tráfego do Rio de Janeiro,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Assistência Social,Secretaria Municipal de Assistência Social,Trabalho,Publicado,Fica
"Restabelecimento de matrícula em Feiras Livres, Feiras Móveis, Feiras Especiais, Antiquários e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
"Análise de projeto arquitetônico e pronunciamento, de acordo com a arquitetura e/ou geometria do terreno",Fundação Instituto de Geotécnica do Município do Rio de Janeiro,Licenças,Publicado,Fica
Fiscalização de retirada e comércio ilegal de plantas nativas,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Não fica - validado
Abertura de termo para Serviço de Transporte de Passageiros Complementar Comunitário (STPC),Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Aumento de feira em Feiras Livres e Feiras Móveis,Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Licença Municipal de Recuperação e Instalação (LMRI),Secretaria Municipal de Desenvolvimento Urbano e Licenciamento,Meio Ambiente,Publicado,Fica
Certidão de vinculação de imóvel com unidade de conservação da natureza,Secretaria Municipal de Meio Ambiente e Clima,Meio Ambiente,Publicado,Fica
Autorização para plantio voluntário de árvore em área pública,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
Fiscalização de projetos e obras executados pela RIO-URBE em unidades municipais,Empresa Municipal de Urbanização - RIO-URBE,Cidade,Publicado,Fica
Capacitação em boas práticas e normas sanitárias para serviços veterinários e de interesse à saúde do animal,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Emissão de segunda via do Certificado de Vistoria - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Projeto de arborização para enriquecimento florístico,Fundação Parques e Jardins,Meio Ambiente,Publicado,Fica
"Transferência de feira em Feiras Livres, Feiras Móveis e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Informações sobre atendimentos pela Assistência Social em situações de desastres,Secretaria Municipal de Assistência Social,Cidadania,Publicado,Não fica - validado
Solicitação de alteração de ponto final de ônibus,Secretaria Municipal de Transportes,Transporte,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Ordem Pública,Secretaria Municipal de Ordem Pública,Trabalho,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Secretaria de Transportes,Secretaria Municipal de Transportes,Trabalho,Publicado,Fica
Infração ao Código Disciplinar de Transporte de Passageiros – Baixa de recurso,Secretaria Municipal de Transportes,Transporte,Aguardando Aprovação,Fica
Emissão de taxas por permissão - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Informações sobre o Calendário Oficial de Eventos da Cidade - Rio o Ano Inteiro,Empresa de Turismo do Município do Rio de Janeiro,Cultura,Publicado,Fica - Validado
"Funcionamento extraordinário ou em datas especiais em Feiras Livres, Feiras Móveis, Feiras Especiais e Feirartes",Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Serviço de tradução e interpretação em Libras da Central Carioca de Intérpretes de Libras (CCIL),Secretaria Municipal da Pessoa com Deficiência,Cidadania,Publicado,Fica
Programa Empreenda.Rio,Secretaria Municipal de Trabalho e Renda,Trabalho,Publicado,Fica
Ingresso ou baixa em Cooperativa - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Fundação Parques e Jardins,Fundação Parques e Jardins,Trabalho,Publicado,Fica
Solicitação de mudança na localização de poste na calçada,Companhia Municipal de Energia e Iluminação,Cidade,Publicado,Fica
Vistoria extra para segunda via de selo - Transporte Complementar,Secretaria Municipal de Ordem Pública,Transporte,Publicado,Fica
Certificado de isenção da Aceitação das Condições de Acessibilidade,Secretaria Municipal de Transportes,Licenças,Publicado,Fica
Notificação de irregularidades em contratos de empresas terceirizadas da Rio-Águas,Fundação Instituto das Águas do Município do Rio de Janeiro,Trabalho,Publicado,Fica
Baixa de permissão em Feiras Livres e Feiras Móveis,Secretaria Municipal de Ordem Pública,Licenças,Publicado,Fica
Informações sobre incêndio no Parque Nacional da Tijuca,Secretaria Municipal de Meio Ambiente e Clima,Cidade,Publicado,Não fica - validado
Licença de obra de instalação de suporte ETR's,Secretaria Municipal de Conservação e Serviços Públicos,Licenças,Em Edição,Fica
Solicitação de desinterdição em serviços veterinários e de interesse à saúde do animal,"Instituto Municipal de Vigilância Sanitária, Vigilância de Zoonoses e de Inspeção Agropecuária",Saúde,Publicado,Fica
Encerramento de contrato de trabalho para servidor celetista,Secretaria Municipal de Administração,Servidor,Publicado,Fica
Autorização para ligação de efluentes sanitários,Secretaria Municipal de Conservação e Serviços Públicos,Licenças,Publicado,Fica
Consulta a processos na Secretaria Municipal de Cultura,Secretaria Municipal de Cultura,Cultura,Publicado,Não fica - validado
